payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed,valid_date
T92312182222,15465,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30 days
T53089216277,15465,4.99,2024-12-30,Student Plan,2025-01-29,churned,False,30 days
T67567747853,15466,12.99,2024-11-27,Premium,2025-01-26,active,True,60 days
T66954826562,15466,7.99,2025-01-28,Standard,2025-02-27,active,True,30 days
T72353869528,15466,7.99,2025-03-02,Standard,2025-04-01,active,True,30 days
T55571951408,15467,7.99,2024-11-27,Standard,2024-12-27,active,True,30 days
T51457614110,15467,12.99,2024-12-29,Premium,2025-02-27,active,True,60 days
T63614940247,15467,7.99,2025-03-04,Standard,2025-04-03,active,True,30 days
T94156874439,15468,12.99,2024-11-27,Premium,2025-01-26,active,True,60 days
T82366427395,15468,12.99,2025-01-31,Premium,2025-04-01,active,True,60 days
T98181105622,15469,7.99,2024-11-27,Standard,2024-12-27,active,True,30 days
T59104634487,15469,7.99,2025-01-01,Standard,2025-01-31,churned,False,30 days
T92815887281,15470,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30 days
T88200389841,15470,4.99,2024-12-29,Student Plan,2025-01-28,active,True,30 days
T59827955783,15470,4.99,2025-01-31,Student Plan,2025-03-02,active,True,30 days
T95700231458,15470,12.99,2025-03-07,Premium,2025-05-06,active,True,60 days
T85441362078,15471,4.99,2024-11-27,Student Plan,2024-12-27,churned,False,30 days
T76855957598,15472,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30 days
T94777141455,15472,4.99,2024-12-30,Student Plan,2025-01-29,active,True,30 days
T71673643700,15472,12.99,2025-02-02,Premium,2025-04-03,active,True,60 days
T62435042817,15473,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30 days
T62435042817,15473,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30 days
T69264798236,15473,12.99,2025-01-01,Premium,2025-03-02,active,True,60 days
T79436914640,15473,12.99,2025-03-07,Premium,2025-05-06,active,True,60 days
T97925054491,15474,7.99,2024-11-27,Standard,2024-12-27,active,True,30 days
T79666611217,15474,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T80247938756,15474,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T58353528657,15474,7.99,2025-03-09,Standard,2025-04-08,active,True,30 days
T84958087694,15475,7.99,2024-11-27,Standard,2024-12-27,active,True,30 days
T91845657150,15475,12.99,2025-01-01,Premium,2025-03-02,active,True,60 days
T91277241090,15475,12.99,2025-03-04,Premium,2025-05-03,active,True,60 days
T89687257739,15476,4.99,2024-11-27,Student Plan,2024-12-27,churned,False,30 days
T97489433484,15477,4.99,2024-11-27,Student Plan,2024-12-27,active,True,30 days
T51911034858,15477,4.99,2024-12-28,Student Plan,2025-01-27,active,True,30 days
T50032062239,15477,4.99,2025-01-31,Student Plan,2025-03-02,active,True,30 days
T72535263358,15477,4.99,2025-03-06,Student Plan,2025-04-05,active,True,30 days
T96020299748,15478,12.99,2024-11-27,Premium,2025-01-26,active,True,60 days
T67798923211,15478,7.99,2025-01-31,Standard,2025-03-02,active,True,30 days
T59559755164,15478,12.99,2025-03-03,Premium,2025-05-02,active,True,60 days
T63605344757,15479,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T61884301122,15479,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T63407338917,15479,7.99,2025-02-02,Standard,2025-03-04,active,True,30 days
T68520386919,15479,12.99,2025-03-05,Premium,2025-05-04,active,True,60 days
T78742704785,15480,7.99,2024-11-28,Standard,2024-12-28,churned,False,30 days
T54384349455,15481,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30 days
T94474821763,15481,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T75263353829,15481,7.99,2025-02-03,Standard,2025-03-05,active,True,30 days
T53065522864,15481,12.99,2025-03-06,Premium,2025-05-05,active,True,60 days
T53565147745,15482,7.99,2024-11-28,Standard,2024-12-28,churned,False,30 days
T87057627940,15483,12.99,2024-11-28,Premium,2025-01-27,active,True,60 days
T54462310168,15483,12.99,2025-01-28,Premium,2025-03-29,active,True,60 days
T67082300142,15484,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T95864951649,15484,7.99,2024-12-29,Standard,2025-01-28,churned,False,30 days
T54056267699,15485,7.99,2024-11-28,Standard,2024-12-28,churned,False,30 days
T61236326766,15486,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30 days
T87686534983,15486,4.99,2024-12-29,Student Plan,2025-01-28,active,True,30 days
T86249703414,15486,7.99,2025-01-29,Standard,2025-02-28,active,True,30 days
T88061779497,15486,7.99,2025-03-05,Standard,2025-04-04,churned,False,30 days
T80417966240,15487,4.99,2024-11-28,Student Plan,2024-12-28,churned,False,30 days
T75539720363,15488,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T75539720363,15488,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T81751167071,15488,7.99,2025-01-02,Standard,2025-02-01,churned,False,30 days
T61310668684,15489,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T91803126400,15489,7.99,2025-01-02,Standard,2025-02-01,active,True,30 days
T72162898905,15489,7.99,2025-02-06,Standard,2025-03-08,active,True,30 days
T57716071175,15489,12.99,2025-03-10,Premium,2025-05-09,active,True,60 days
T80887229687,15490,4.99,2024-11-28,Student Plan,2024-12-28,churned,False,30 days
T71759684795,15491,12.99,2024-11-28,Premium,2025-01-27,active,True,60 days
T80008243875,15491,12.99,2025-01-28,Premium,2025-03-29,active,True,60 days
T73033260028,15492,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T87205989735,15492,7.99,2024-12-30,Standard,2025-01-29,active,True,30 days
T58490889460,15492,7.99,2025-01-31,Standard,2025-03-02,active,True,30 days
T61468250958,15492,7.99,2025-03-06,Standard,2025-04-05,active,True,30 days
T93792753313,15493,12.99,2024-11-28,Premium,2025-01-27,churned,False,60 days
T55226784568,15494,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30 days
T62180274174,15494,4.99,2025-01-02,Student Plan,2025-02-01,active,True,30 days
T68530227315,15494,4.99,2025-02-03,Student Plan,2025-03-05,churned,False,30 days
T56135352075,15495,12.99,2024-11-28,Premium,2025-01-27,active,True,60 days
T52323389217,15495,12.99,2025-02-01,Premium,2025-04-02,active,True,60 days
T69752630619,15496,4.99,2024-11-28,Student Plan,2024-12-28,churned,False,30 days
T76462479708,15497,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T60384668769,15497,12.99,2024-12-31,Premium,2025-03-01,active,True,60 days
T56517880736,15497,12.99,2025-03-04,Premium,2025-05-03,active,True,60 days
T56252539241,15498,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T87677615191,15498,7.99,2024-12-31,Standard,2025-01-30,active,True,30 days
T63091820315,15498,7.99,2025-02-03,Standard,2025-03-05,active,True,30 days
T80055164163,15498,7.99,2025-03-08,Standard,2025-04-07,churned,False,30 days
T65326009188,15499,7.99,2024-11-28,Standard,2024-12-28,churned,False,30 days
T86966564318,15500,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T98855333556,15500,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T86631521572,15500,7.99,2025-02-01,Standard,2025-03-03,active,True,30 days
T56566592819,15500,7.99,2025-03-04,Standard,2025-04-03,active,True,30 days
T69027778726,15501,12.99,2024-11-28,Premium,2025-01-27,active,True,60 days
T52158787356,15501,12.99,2025-01-31,Premium,2025-04-01,churned,False,60 days
T67090405025,15502,12.99,2024-11-28,Premium,2025-01-27,churned,False,60 days
T51665275919,15503,4.99,2024-11-28,Student Plan,2024-12-28,active,True,30 days
T62946828023,15503,4.99,2025-01-02,Student Plan,2025-02-01,active,True,30 days
T72340370263,15503,4.99,2025-02-02,Student Plan,2025-03-04,churned,False,30 days
T90420262886,15504,7.99,2024-11-28,Standard,2024-12-28,active,True,30 days
T69662574957,15504,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T75544625704,15504,7.99,2025-02-02,Standard,2025-03-04,active,True,30 days
T90264248775,15504,7.99,2025-03-05,Standard,2025-04-04,active,True,30 days
T73822137356,15505,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30 days
T51917164964,15505,4.99,2024-12-31,Student Plan,2025-01-30,active,True,30 days
T51917164964,15505,4.99,2024-12-31,Student Plan,2025-01-30,active,True,30 days
T51917164964,15505,4.99,2024-12-31,Student Plan,2025-01-30,active,True,30 days
T64278015230,15505,4.99,2025-02-02,Student Plan,2025-03-04,active,True,30 days
T85297775919,15505,7.99,2025-03-06,Standard,2025-04-05,active,True,30 days
T71014306077,15506,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30 days
T91563291513,15506,4.99,2024-12-30,Student Plan,2025-01-29,active,True,30 days
T69721834164,15506,7.99,2025-02-03,Standard,2025-03-05,churned,False,30 days
T51619171851,15507,7.99,2024-11-29,Standard,2024-12-29,churned,False,30 days
T56943909604,15508,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T87732838967,15508,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T99407835366,15508,7.99,2025-02-01,Standard,2025-03-03,active,True,30 days
T62784164911,15508,7.99,2025-03-06,Standard,2025-04-05,active,True,30 days
T97022848345,15509,12.99,2024-11-29,Premium,2025-01-28,active,True,60 days
T78533297920,15509,12.99,2025-02-01,Premium,2025-04-02,active,True,60 days
T81795205033,15510,12.99,2024-11-29,Premium,2025-01-28,active,True,60 days
T63277461748,15510,12.99,2025-01-31,Premium,2025-04-01,active,True,60 days
T94550931480,15511,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30 days
T76712326281,15511,7.99,2025-01-03,Standard,2025-02-02,active,True,30 days
T55452553119,15511,7.99,2025-02-03,Standard,2025-03-05,active,True,30 days
T83603776639,15511,12.99,2025-03-06,Premium,2025-05-05,active,True,60 days
T55185043988,15512,12.99,2024-11-29,Premium,2025-01-28,active,True,60 days
T60979350178,15512,12.99,2025-02-01,Premium,2025-04-02,active,True,60 days
T70123659949,15513,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T97631087969,15513,7.99,2025-01-03,Standard,2025-02-02,active,True,30 days
T97153184689,15513,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T62788726843,15513,7.99,2025-03-08,Standard,2025-04-07,active,True,30 days
T78948729541,15514,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T72674239221,15514,7.99,2025-01-02,Standard,2025-02-01,active,True,30 days
T77984938696,15514,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T97056172549,15514,7.99,2025-03-08,Standard,2025-04-07,active,True,30 days
T75794958234,15515,4.99,2024-11-29,Student Plan,2024-12-29,churned,False,30 days
T79066782407,15516,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T94740981860,15516,7.99,2025-01-02,Standard,2025-02-01,churned,False,30 days
T92816542703,15517,12.99,2024-11-29,Premium,2025-01-28,active,True,60 days
T77879603379,15517,7.99,2025-02-02,Standard,2025-03-04,active,True,30 days
T87514131210,15517,12.99,2025-03-08,Premium,2025-05-07,active,True,60 days
T83767830006,15518,12.99,2024-11-29,Premium,2025-01-28,active,True,60 days
T96647350216,15518,12.99,2025-01-29,Premium,2025-03-30,active,True,60 days
T60944709759,15519,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T60944709759,15519,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T50087383164,15519,7.99,2024-12-31,Standard,2025-01-30,active,True,30 days
T92040544006,15519,7.99,2025-02-02,Standard,2025-03-04,active,True,30 days
T67218834709,15519,7.99,2025-03-08,Standard,2025-04-07,active,True,30 days
T77067474035,15520,12.99,2024-11-29,Premium,2025-01-28,active,True,60 days
T61439008648,15520,7.99,2025-01-31,Standard,2025-03-02,active,True,30 days
T87609532684,15520,12.99,2025-03-03,Premium,2025-05-02,active,True,60 days
T61534540766,15521,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30 days
T64043165620,15521,12.99,2025-01-03,Premium,2025-03-04,active,True,60 days
T75900642515,15521,7.99,2025-03-07,Standard,2025-04-06,churned,False,30 days
T92541821297,15522,4.99,2024-11-29,Student Plan,2024-12-29,active,True,30 days
T56260497880,15522,4.99,2025-01-03,Student Plan,2025-02-02,active,True,30 days
T90517776441,15522,4.99,2025-02-03,Student Plan,2025-03-05,active,True,30 days
T74235179894,15522,4.99,2025-03-10,Student Plan,2025-04-09,churned,False,30 days
T80513338822,15523,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T52118625017,15523,7.99,2024-12-30,Standard,2025-01-29,active,True,30 days
T79673343414,15523,12.99,2025-01-30,Premium,2025-03-31,churned,False,60 days
T79673343414,15523,12.99,2025-01-30,Premium,2025-03-31,churned,False,60 days
T72639505817,15524,7.99,2024-11-29,Standard,2024-12-29,active,True,30 days
T84730183350,15524,7.99,2024-12-30,Standard,2025-01-29,churned,False,30 days
T87351766056,15525,7.99,2024-11-30,Standard,2024-12-30,churned,False,30 days
T50723540226,15526,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30 days
T59915170298,15526,7.99,2025-01-04,Standard,2025-02-03,active,True,30 days
T84264280628,15526,7.99,2025-02-06,Standard,2025-03-08,active,True,30 days
T54568063993,15526,7.99,2025-03-13,Standard,2025-04-12,active,True,30 days
T74566374351,15527,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30 days
T83561989258,15527,12.99,2025-01-02,Premium,2025-03-03,active,True,60 days
T86352519380,15527,12.99,2025-03-08,Premium,2025-05-07,active,True,60 days
T78856043337,15528,4.99,2024-11-30,Student Plan,2024-12-30,churned,False,30 days
T98284434272,15529,7.99,2024-11-30,Standard,2024-12-30,churned,False,30 days
T64286790892,15530,7.99,2024-11-30,Standard,2024-12-30,active,True,30 days
T50973953950,15530,7.99,2024-12-31,Standard,2025-01-30,active,True,30 days
T86584617561,15530,7.99,2025-02-01,Standard,2025-03-03,churned,False,30 days
T79646111994,15531,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30 days
T97853012183,15531,4.99,2025-01-01,Student Plan,2025-01-31,active,True,30 days
T76339663589,15531,12.99,2025-02-05,Premium,2025-04-06,active,True,60 days
T88823112813,15532,7.99,2024-11-30,Standard,2024-12-30,active,True,30 days
T87070597287,15532,7.99,2024-12-31,Standard,2025-01-30,churned,False,30 days
T91576837218,15533,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30 days
T94984296982,15533,12.99,2025-01-04,Premium,2025-03-05,churned,False,60 days
T74323628436,15534,12.99,2024-11-30,Premium,2025-01-29,active,True,60 days
T97699021485,15534,12.99,2025-01-31,Premium,2025-04-01,active,True,60 days
T88756912648,15535,7.99,2024-11-30,Standard,2024-12-30,active,True,30 days
T67740350360,15535,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T96094610883,15535,7.99,2025-02-05,Standard,2025-03-07,active,True,30 days
T68899754459,15535,7.99,2025-03-09,Standard,2025-04-08,active,True,30 days
T71333180194,15536,7.99,2024-11-30,Standard,2024-12-30,active,True,30 days
T83254586641,15536,7.99,2025-01-02,Standard,2025-02-01,active,True,30 days
T61964845217,15536,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T88793712869,15536,7.99,2025-03-10,Standard,2025-04-09,active,True,30 days
T89089883507,15537,12.99,2024-11-30,Premium,2025-01-29,active,True,60 days
T58656057227,15537,12.99,2025-02-03,Premium,2025-04-04,active,True,60 days
T95198009917,15538,4.99,2024-11-30,Student Plan,2024-12-30,active,True,30 days
T53968756459,15538,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T57261065715,15538,7.99,2025-02-05,Standard,2025-03-07,active,True,30 days
T63238762241,15538,12.99,2025-03-09,Premium,2025-05-08,active,True,60 days
T73031580411,15539,4.99,2024-11-30,Student Plan,2024-12-30,churned,False,30 days
T86415604299,15540,7.99,2024-11-30,Standard,2024-12-30,active,True,30 days
T93820079982,15540,12.99,2025-01-01,Premium,2025-03-02,active,True,60 days
T91219722625,15540,12.99,2025-03-03,Premium,2025-05-02,active,True,60 days
T95555781164,15541,4.99,2024-11-30,Student Plan,2024-12-30,churned,False,30 days
T97835374907,15542,7.99,2024-11-30,Standard,2024-12-30,active,True,30 days
T56582208947,15542,7.99,2024-12-31,Standard,2025-01-30,active,True,30 days
T87706010344,15542,7.99,2025-02-02,Standard,2025-03-04,churned,False,30 days
T73178479528,15543,7.99,2024-11-30,Standard,2024-12-30,active,True,30 days
T75945799760,15543,7.99,2025-01-01,Standard,2025-01-31,active,True,30 days
T90688317195,15543,12.99,2025-02-03,Premium,2025-04-04,active,True,60 days
T88236921351,15544,12.99,2024-11-30,Premium,2025-01-29,active,True,60 days
T57158404744,15544,12.99,2025-01-31,Premium,2025-04-01,active,True,60 days
T74266375561,15545,12.99,2024-11-30,Premium,2025-01-29,active,True,60 days
T71475680300,15545,12.99,2025-02-02,Premium,2025-04-03,active,True,60 days
T85649930777,15546,12.99,2024-11-30,Premium,2025-01-29,active,True,60 days
T72323781786,15546,7.99,2025-02-01,Standard,2025-03-03,active,True,30 days
T70797879350,15546,7.99,2025-03-04,Standard,2025-04-03,churned,False,30 days
T94429435595,15547,7.99,2024-11-30,Standard,2024-12-30,churned,False,30 days
T68726934000,15548,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30 days
T74013796262,15548,4.99,2025-01-03,Student Plan,2025-02-02,active,True,30 days
T94315813747,15548,4.99,2025-02-06,Student Plan,2025-03-08,active,True,30 days
T71631130647,15548,4.99,2025-03-12,Student Plan,2025-04-11,active,True,30 days
T63244643922,15549,12.99,2024-12-01,Premium,2025-01-30,active,True,60 days
T88245399735,15549,7.99,2025-02-01,Standard,2025-03-03,active,True,30 days
T93940511599,15549,7.99,2025-03-04,Standard,2025-04-03,active,True,30 days
T94148337727,15550,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T83948767111,15550,7.99,2025-01-04,Standard,2025-02-03,active,True,30 days
T99722838646,15550,7.99,2025-02-06,Standard,2025-03-08,active,True,30 days
T98795061903,15550,7.99,2025-03-13,Standard,2025-04-12,active,True,30 days
T93097792112,15551,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T84579661435,15551,7.99,2025-01-04,Standard,2025-02-03,churned,False,30 days
T85193202814,15552,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T74704428483,15552,7.99,2025-01-02,Standard,2025-02-01,active,True,30 days
T58543220406,15552,7.99,2025-02-03,Standard,2025-03-05,active,True,30 days
T99628568630,15552,7.99,2025-03-06,Standard,2025-04-05,active,True,30 days
T79337640095,15553,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30 days
T70607913840,15553,4.99,2025-01-04,Student Plan,2025-02-03,active,True,30 days
T59575766106,15553,12.99,2025-02-05,Premium,2025-04-06,active,True,60 days
T90619881435,15554,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T66779784226,15554,7.99,2025-01-02,Standard,2025-02-01,active,True,30 days
T66779784226,15554,7.99,2025-01-02,Standard,2025-02-01,active,True,30 days
T68717555366,15554,7.99,2025-02-03,Standard,2025-03-05,active,True,30 days
T58337474397,15554,7.99,2025-03-07,Standard,2025-04-06,active,True,30 days
T70773169424,15555,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30 days
T76975753358,15555,4.99,2025-01-01,Student Plan,2025-01-31,churned,False,30 days
T96295211163,15556,12.99,2024-12-01,Premium,2025-01-30,active,True,60 days
T95617163611,15556,12.99,2025-02-02,Premium,2025-04-03,active,True,60 days
T99026667458,15557,12.99,2024-12-01,Premium,2025-01-30,churned,False,60 days
T91962965252,15558,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T86590301948,15558,7.99,2025-01-04,Standard,2025-02-03,active,True,30 days
T81609837203,15558,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T51199849713,15558,7.99,2025-03-07,Standard,2025-04-06,active,True,30 days
T87139779222,15559,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T75764589422,15559,7.99,2025-01-03,Standard,2025-02-02,active,True,30 days
T79648577851,15559,7.99,2025-02-06,Standard,2025-03-08,active,True,30 days
T99714000945,15559,7.99,2025-03-11,Standard,2025-04-10,churned,False,30 days
T86676848502,15560,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30 days
T87857491592,15560,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30 days
T67441402545,15560,4.99,2025-02-09,Student Plan,2025-03-11,active,True,30 days
T95368586008,15560,4.99,2025-03-13,Student Plan,2025-04-12,active,True,30 days
T61189098622,15561,12.99,2024-12-01,Premium,2025-01-30,active,True,60 days
T72672197238,15561,12.99,2025-02-04,Premium,2025-04-05,active,True,60 days
T72130396121,15562,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T90498122612,15562,7.99,2025-01-05,Standard,2025-02-04,churned,False,30 days
T93072287116,15563,4.99,2024-12-01,Student Plan,2024-12-31,active,True,30 days
T94156365003,15563,7.99,2025-01-01,Standard,2025-01-31,churned,False,30 days
T61756116323,15564,7.99,2024-12-01,Standard,2024-12-31,churned,False,30 days
T94561745573,15565,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T75666734875,15565,7.99,2025-01-03,Standard,2025-02-02,active,True,30 days
T57077010430,15565,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T55572190019,15565,7.99,2025-03-10,Standard,2025-04-09,active,True,30 days
T75133930211,15566,12.99,2024-12-01,Premium,2025-01-30,active,True,60 days
T89593236775,15566,12.99,2025-02-04,Premium,2025-04-05,active,True,60 days
T76487779937,15567,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T73078418747,15567,7.99,2025-01-03,Standard,2025-02-02,active,True,30 days
T73078418747,15567,7.99,2025-01-03,Standard,2025-02-02,active,True,30 days
T72995270517,15567,7.99,2025-02-05,Standard,2025-03-07,active,True,30 days
T70385084632,15567,7.99,2025-03-10,Standard,2025-04-09,churned,False,30 days
T81186984312,15568,12.99,2024-12-01,Premium,2025-01-30,active,True,60 days
T67304417954,15568,12.99,2025-02-04,Premium,2025-04-05,active,True,60 days
T95845906537,15569,12.99,2024-12-01,Premium,2025-01-30,churned,False,60 days
T95701338386,15570,7.99,2024-12-01,Standard,2024-12-31,active,True,30 days
T96681021617,15570,7.99,2025-01-05,Standard,2025-02-04,active,True,30 days
T93344422831,15570,7.99,2025-02-06,Standard,2025-03-08,active,True,30 days
T54577065471,15570,7.99,2025-03-12,Standard,2025-04-11,active,True,30 days
T69087657794,15571,7.99,2024-12-02,Standard,2025-01-01,active,True,30 days
T57476190946,15571,7.99,2025-01-02,Standard,2025-02-01,churned,False,30 days
T74185734748,15572,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T96668702544,15572,12.99,2025-02-05,Premium,2025-04-06,active,True,60 days
T87935144755,15573,12.99,2024-12-02,Premium,2025-01-31,churned,False,60 days
T94778617343,15574,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T77430619823,15574,12.99,2025-02-01,Premium,2025-04-02,active,True,60 days
T92178392196,15575,7.99,2024-12-02,Standard,2025-01-01,active,True,30 days
T79110274420,15575,7.99,2025-01-05,Standard,2025-02-04,active,True,30 days
T98274786252,15575,7.99,2025-02-05,Standard,2025-03-07,active,True,30 days
T79999383314,15575,12.99,2025-03-12,Premium,2025-05-11,active,True,60 days
T75839219468,15576,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T92194985208,15576,12.99,2025-02-05,Premium,2025-04-06,active,True,60 days
T82317794740,15577,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T92575390981,15577,12.99,2025-02-05,Premium,2025-04-06,active,True,60 days
T98740799207,15578,7.99,2024-12-02,Standard,2025-01-01,active,True,30 days
T59720443567,15578,12.99,2025-01-04,Premium,2025-03-05,active,True,60 days
T59872387342,15578,12.99,2025-03-10,Premium,2025-05-09,active,True,60 days
T57418738942,15579,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T56718582466,15579,12.99,2025-02-05,Premium,2025-04-06,active,True,60 days
T52698559396,15580,7.99,2024-12-02,Standard,2025-01-01,churned,False,30 days
T50836104209,15581,7.99,2024-12-02,Standard,2025-01-01,active,True,30 days
T84473716055,15581,7.99,2025-01-05,Standard,2025-02-04,active,True,30 days
T84509768382,15581,7.99,2025-02-09,Standard,2025-03-11,active,True,30 days
T80312974669,15581,7.99,2025-03-15,Standard,2025-04-14,active,True,30 days
T95142357233,15582,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T61010082033,15582,12.99,2025-02-01,Premium,2025-04-02,active,True,60 days
T61010082033,15582,12.99,2025-02-01,Premium,2025-04-02,active,True,60 days
T66953691107,15583,4.99,2024-12-02,Student Plan,2025-01-01,churned,False,30 days
T94869415400,15584,7.99,2024-12-02,Standard,2025-01-01,active,True,30 days
T55177736272,15584,7.99,2025-01-05,Standard,2025-02-04,active,True,30 days
T79705421788,15584,12.99,2025-02-08,Premium,2025-04-09,active,True,60 days
T97270805882,15585,12.99,2024-12-02,Premium,2025-01-31,churned,False,60 days
T67743910537,15586,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T74066626900,15586,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T95841840375,15586,7.99,2025-03-08,Standard,2025-04-07,churned,False,30 days
T88242952420,15587,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T86922031091,15587,12.99,2025-02-02,Premium,2025-04-03,active,True,60 days
T57525690758,15588,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T73914384444,15588,12.99,2025-02-05,Premium,2025-04-06,active,True,60 days
T67353236039,15589,12.99,2024-12-02,Premium,2025-01-31,active,True,60 days
T55658925768,15589,12.99,2025-02-04,Premium,2025-04-05,active,True,60 days
T92748283006,15590,7.99,2024-12-03,Standard,2025-01-02,churned,False,30 days
T69514261295,15591,4.99,2024-12-03,Student Plan,2025-01-02,active,True,30 days
T73650505587,15591,4.99,2025-01-06,Student Plan,2025-02-05,active,True,30 days
T61560735345,15591,4.99,2025-02-07,Student Plan,2025-03-09,active,True,30 days
T66978864611,15591,4.99,2025-03-11,Student Plan,2025-04-10,churned,False,30 days
T66869103179,15592,7.99,2024-12-03,Standard,2025-01-02,active,True,30 days
T54151086745,15592,7.99,2025-01-04,Standard,2025-02-03,active,True,30 days
T53708320726,15592,7.99,2025-02-04,Standard,2025-03-06,active,True,30 days
T60410422038,15592,7.99,2025-03-11,Standard,2025-04-10,active,True,30 days
T74519885178,15593,12.99,2024-12-03,Premium,2025-02-01,active,True,60 days
T97139380151,15593,12.99,2025-02-02,Premium,2025-04-03,active,True,60 days
T62541257107,15594,7.99,2024-12-03,Standard,2025-01-02,active,True,30 days
T56015158821,15594,7.99,2025-01-06,Standard,2025-02-05,active,True,30 days
T86652703706,15594,7.99,2025-02-09,Standard,2025-03-11,active,True,30 days
T58257351999,15594,7.99,2025-03-15,Standard,2025-04-14,churned,False,30 days
T82933888783,15595,4.99,2024-12-03,Student Plan,2025-01-02,active,True,30 days
T54625224796,15595,4.99,2025-01-05,Student Plan,2025-02-04,active,True,30 days
T79851619738,15595,4.99,2025-02-08,Student Plan,2025-03-10,active,True,30 days
T84310819665,15595,4.99,2025-03-12,Student Plan,2025-04-11,active,True,30 days
T52599631630,15596,12.99,2024-12-03,Premium,2025-02-01,active,True,60 days
T93798875377,15596,12.99,2025-02-03,Premium,2025-04-04,active,True,60 days
T97341074033,15597,7.99,2024-12-03,Standard,2025-01-02,active,True,30 days
T75899294153,15597,7.99,2025-01-05,Standard,2025-02-04,active,True,30 days
T79174883407,15597,7.99,2025-02-08,Standard,2025-03-10,active,True,30 days
T94973001114,15597,12.99,2025-03-14,Premium,2025-05-13,active,True,60 days
