rating_id,user_id,movie_id,rating,review_date,year_month,title
R11490,15329,1135,2.0,2024-11-30,2024-11,Belfast
R11491,15274,1140,2.0,2024-11-30,2024-11,"Girl, Interrupted"
R11492,15296,454,4.5,2024-11-30,2024-11,Harry Potter and the Deathly Hallows: Part 2
R11493,15515,3000,3.0,2024-11-30,2024-11,Forrest Gump
R11494,15171,224,5.0,2024-11-30,2024-11,Star Wars: Episode V - The Empire Strikes Back
R11495,15156,3570,5.0,2024-11-30,2024-11,Project Wolf Hunting
R11496,15023,283,5.0,2024-11-30,2024-11,V for Vendetta
R11497,15145,2778,4.0,2024-11-30,2024-11,Last Seen Alive
R11498,15345,4061,4.5,2024-11-30,2024-11,Marlowe
R11499,15527,3655,5.0,2024-11-30,2024-11,Equilibrium
R11500,15529,106,4.5,2024-11-30,2024-11,Mission: Impossible - Fallout
R11501,15199,3456,4.5,2024-11-30,2024-11,Dune
R11502,15074,1369,3.5,2024-11-30,2024-11,"Three Billboards Outside Ebbing, Missouri"
R11503,15459,886,2.5,2024-11-30,2024-11,The Croods
R11504,15249,4124,4.0,2024-11-30,2024-11,Downfall
R11505,15211,921,5.0,2024-11-30,2024-11,The Book of Life
R11506,15224,3778,3.5,2024-11-30,2024-11,The Replacements
R11507,15078,3224,4.5,2024-11-30,2024-11,Ghost
R11508,15359,1734,4.5,2024-11-30,2024-11,Kung Fu Panda
R11509,15063,1229,4.0,2024-11-30,2024-11,The Dig
R11510,15363,378,4.5,2024-11-30,2024-11,King Kong
R11511,15291,3578,5.0,2024-11-30,2024-11,Battleship
R11512,15107,3275,4.5,2024-11-30,2024-11,Allied
R11513,15107,438,3.5,2024-11-30,2024-11,Jurassic Park
R11514,15477,2005,4.5,2024-11-30,2024-11,Dinosaur
R11515,15407,3762,5.0,2024-11-30,2024-11,The Wrestler
R11516,15156,123,5.0,2024-11-30,2024-11,John Wick: Chapter 2
R11517,15311,670,4.5,2024-11-30,2024-11,Holes
R11518,15128,854,5.0,2024-11-30,2024-11,Big Hero 6
R11519,15412,917,5.0,2024-11-30,2024-11,Onward
R11520,15199,1739,5.0,2024-11-30,2024-11,Fantastic Mr. Fox
R11521,15130,2720,1.0,2024-11-30,2024-11,Dracula Untold
R11522,15407,2472,4.0,2024-11-30,2024-11,Across the Universe
R11523,15391,4031,2.0,2024-11-30,2024-11,The Little Things
R11524,15431,2027,4.5,2024-11-30,2024-11,Roald Dahl's Matilda the Musical
R11525,15095,558,4.0,2024-11-30,2024-11,Thor: Ragnarok
R11526,15287,4104,3.0,2024-11-30,2024-11,Casablanca
R11527,15199,3195,4.5,2024-11-30,2024-11,Can't Hardly Wait
R11528,15439,3518,4.5,2024-11-30,2024-11,Significant Other
R11529,15478,1040,4.0,2024-11-30,2024-11,Fire and Ice
R11530,15259,2168,4.5,2024-11-30,2024-11,Valerian and the City of a Thousand Planets
R11531,15437,2519,3.5,2024-11-30,2024-11,Pearl
R11532,15085,261,2.0,2024-11-30,2024-11,2 Fast 2 Furious
R11533,15104,3659,4.5,2024-11-30,2024-11,G.I. Joe: The Rise of Cobra
R11534,15364,2315,4.0,2024-11-30,2024-11,The Munsters
R11535,15275,1521,4.0,2024-11-30,2024-11,Molly's Game
R11536,15359,3000,2.5,2024-11-30,2024-11,Forrest Gump
R11537,15298,2723,3.0,2024-11-30,2024-11,Green Room
R11538,15230,2352,4.5,2024-11-30,2024-11,Dunkirk
R11539,15299,3816,4.5,2024-11-30,2024-11,Bloodsport
R11540,15301,2594,2.0,2024-11-30,2024-11,The Vanishing
R11541,15431,126,5.0,2024-11-30,2024-11,Oblivion
R11542,15249,2616,3.5,2024-11-30,2024-11,Day Shift
R11543,15158,650,3.0,2024-11-30,2024-11,The Man from Toronto
R11544,15128,2027,3.5,2024-11-30,2024-11,Roald Dahl's Matilda the Musical
R11545,15311,2817,4.5,2024-11-30,2024-11,Harry Potter and the Order of the Phoenix
R11546,15023,552,5.0,2024-11-30,2024-11,The Adam Project
R11547,15249,982,3.0,2024-11-30,2024-11,Wish Dragon
R11548,15283,1671,4.0,2024-11-30,2024-11,Smokin' Aces
R11549,15487,1084,4.0,2024-11-30,2024-11,Chariots of Fire
R11550,15513,4109,4.5,2024-11-30,2024-11,Malena
R11551,15475,3001,4.5,2024-11-30,2024-11,Grease
R11552,15115,3655,4.5,2024-11-30,2024-11,Equilibrium
R11553,15387,3561,4.5,2024-11-30,2024-11,The Fly
R11554,15439,2245,2.5,2024-11-30,2024-11,Mr. Nobody
R11555,15362,1855,4.5,2024-11-30,2024-11,My Sister's Keeper
R11556,15356,1767,3.5,2024-11-30,2024-11,Enchanted
R11557,15141,3897,4.5,2024-11-30,2024-11,Radio
R11558,15502,2157,4.5,2024-11-30,2024-11,This Is the End
R11559,15370,1369,4.0,2024-11-30,2024-11,"Three Billboards Outside Ebbing, Missouri"
R11560,15537,380,2.5,2024-11-30,2024-11,Incredibles 2
R11561,15077,3227,4.5,2024-11-30,2024-11,Brigadoon
R11562,15193,2316,4.5,2024-11-30,2024-11,Hotel Transylvania
R11563,15314,378,4.0,2024-11-30,2024-11,King Kong
R11564,15078,812,3.5,2024-11-30,2024-11,Enchanted
R11565,15338,2663,2.0,2024-11-30,2024-11,Escape Room
R11566,15273,1552,3.5,2024-11-30,2024-11,RED
R11567,15282,2979,4.5,2024-11-30,2024-11,Things Heard & Seen
R11568,15291,1636,4.5,2024-11-30,2024-11,Lawless
R11569,15344,1148,2.0,2024-11-30,2024-11,Argo
R11570,15099,2265,4.0,2024-11-30,2024-11,Elemental
R11571,15328,2612,3.0,2024-11-30,2024-11,Dawn of the Dead
R11572,15536,2652,2.0,2024-11-30,2024-11,What We Do in the Shadows
R11573,15390,2242,4.0,2024-11-30,2024-11,13 Going on 30
R11574,15509,895,4.5,2024-11-30,2024-11,Chicken Run
R11575,15059,380,4.5,2024-11-30,2024-11,Incredibles 2
R11576,15269,2315,3.5,2024-11-30,2024-11,The Munsters
R11577,15225,3559,4.5,2024-11-30,2024-11,The Lego Movie
R11578,15341,2503,3.0,2024-11-30,2024-11,Selma
R11579,15299,1208,4.0,2024-11-30,2024-11,Fighting with My Family
R11580,15103,1013,3.5,2024-11-30,2024-11,The Rescuers Down Under
R11581,15544,1352,4.0,2024-11-30,2024-11,In Bruges
R11582,15285,3844,4.5,2024-11-30,2024-11,Rudy
R11583,15344,3148,3.0,2024-11-30,2024-11,Lolita
R11584,15321,4105,1.0,2024-11-30,2024-11,Full Metal Jacket
R11585,15095,1255,4.5,2024-11-30,2024-11,The Last Emperor
R11586,15546,908,5.0,2024-11-30,2024-11,Red Shoes and the Seven Dwarfs
R11587,15052,3207,4.5,2024-11-30,2024-11,It's a Wonderful Life
R11588,15438,2540,3.0,2024-11-30,2024-11,Beast
R11589,15085,3710,4.5,2024-11-30,2024-11,It Comes at Night
R11590,15479,1484,4.0,2024-11-30,2024-11,The Guilty
R11591,15412,2200,5.0,2024-11-30,2024-11,Buffy the Vampire Slayer
R11592,15112,507,5.0,2024-11-30,2024-11,Star Wars: The Rise Of Skywalker
R11593,15570,3558,4.0,2024-12-01,2024-12,Men in Black II
R11594,15338,673,5.0,2024-12-01,2024-12,X-Men: Apocalypse
R11595,15449,2730,3.0,2024-12-01,2024-12,The Conjuring: The Devil Made Me Do It
R11596,15507,2505,4.0,2024-12-01,2024-12,Anthropoid
R11597,15334,2445,4.5,2024-12-01,2024-12,A Bridge Too Far
R11598,15540,2867,4.5,2024-12-01,2024-12,The Voyeurs
R11599,15341,3783,4.5,2024-12-01,2024-12,Cars 2
R11600,15255,3232,5.0,2024-12-01,2024-12,Mr. Nobody
R11601,15228,2835,4.5,2024-12-01,2024-12,Wind River
R11602,15268,4023,4.0,2024-12-01,2024-12,Road House
R11603,15023,4105,4.5,2024-12-01,2024-12,Full Metal Jacket
R11604,15478,488,4.5,2024-12-01,2024-12,The Lion King
R11605,15079,191,4.5,2024-12-01,2024-12,The Adam Project
R11606,15345,1715,4.0,2024-12-01,2024-12,Cars
R11607,15103,1739,4.0,2024-12-01,2024-12,Fantastic Mr. Fox
R11608,15358,437,5.0,2024-12-01,2024-12,Back to the Future
R11609,15083,3909,4.5,2024-12-01,2024-12,Grind
R11610,15314,2289,5.0,2024-12-01,2024-12,How to Train Your Dragon: The Hidden World
R11611,15243,913,5.0,2024-12-01,2024-12,The Addams Family
R11612,15172,4049,2.0,2024-12-01,2024-12,Eyes Wide Shut
R11613,15321,3449,5.0,2024-12-01,2024-12,Armageddon
R11614,15338,3579,5.0,2024-12-01,2024-12,X-Men: Days of Future Past
R11615,15287,454,2.5,2024-12-01,2024-12,Harry Potter and the Deathly Hallows: Part 2
R11616,15237,1057,2.5,2024-12-01,2024-12,Leap!
R11617,15348,1482,4.0,2024-12-01,2024-12,The Sting
R11618,15124,488,4.0,2024-12-01,2024-12,The Lion King
R11619,15531,516,3.0,2024-12-01,2024-12,Vacation
R11620,15099,3710,5.0,2024-12-01,2024-12,It Comes at Night
R11621,15249,2027,4.5,2024-12-01,2024-12,Roald Dahl's Matilda the Musical
R11622,15570,303,5.0,2024-12-01,2024-12,The New Mutants
R11623,15052,2547,2.5,2024-12-01,2024-12,Bone Tomahawk
R11624,15112,2494,3.0,2024-12-01,2024-12,The Finest Hours
R11625,15489,909,4.5,2024-12-01,2024-12,PAW Patrol: The Movie
R11626,15432,3590,4.5,2024-12-01,2024-12,Lilo & Stitch
R11627,15167,2754,3.5,2024-12-01,2024-12,Puss in Boots: The Last Wish
R11628,15558,3267,5.0,2024-12-01,2024-12,Coming to America
R11629,15376,1054,4.5,2024-12-01,2024-12,The Witcher: Nightmare of the Wolf
R11630,15152,1151,4.0,2024-12-01,2024-12,Vice
R11631,15272,454,3.5,2024-12-01,2024-12,Harry Potter and the Deathly Hallows: Part 2
R11632,15518,109,5.0,2024-12-01,2024-12,The Terminator
R11633,15497,1410,4.5,2024-12-01,2024-12,Ambulance
R11634,15225,790,4.0,2024-12-01,2024-12,Tangled
R11635,15374,1191,4.5,2024-12-01,2024-12,Darkest Hour
R11636,15241,3148,4.5,2024-12-01,2024-12,Lolita
R11637,15535,955,5.0,2024-12-01,2024-12,Monster House
R11638,15334,2663,3.0,2024-12-01,2024-12,Escape Room
R11639,15478,814,5.0,2024-12-01,2024-12,Princess Mononoke
R11640,15198,2817,2.5,2024-12-01,2024-12,Harry Potter and the Order of the Phoenix
R11641,15082,1739,5.0,2024-12-01,2024-12,Fantastic Mr. Fox
R11642,15015,3675,5.0,2024-12-01,2024-12,The Cell
R11643,15336,3699,3.5,2024-12-01,2024-12,The Core
R11644,15243,2479,4.0,2024-12-01,2024-12,"10,000 BC"
R11645,15166,3137,4.5,2024-12-01,2024-12,Pretty in Pink
R11646,15094,1158,4.0,2024-12-01,2024-12,Lincoln
R11647,15282,2189,4.5,2024-12-01,2024-12,Cinderella
R11648,15282,670,3.5,2024-12-01,2024-12,Holes
R11649,15021,437,4.5,2024-12-01,2024-12,Back to the Future
R11650,15493,3162,5.0,2024-12-01,2024-12,Perfect Sense
R11651,15224,2407,4.0,2024-12-01,2024-12,Munich
R11652,15021,4089,3.5,2024-12-01,2024-12,Edge of Tomorrow
R11653,15345,329,4.5,2024-12-01,2024-12,The Old Guard
R11654,15396,2294,3.5,2024-12-01,2024-12,The VelociPastor
R11655,15475,3687,5.0,2024-12-01,2024-12,Coherence
R11656,15539,4044,4.0,2024-12-01,2024-12,Poker Face
R11657,15104,2055,4.0,2024-12-01,2024-12,The Age of Adaline
R11658,15502,378,3.0,2024-12-01,2024-12,King Kong
R11659,15079,2514,2.5,2024-12-01,2024-12,X
R11660,15175,507,5.0,2024-12-01,2024-12,Star Wars: The Rise Of Skywalker
R11661,15119,2599,2.5,2024-12-01,2024-12,Psycho
R11662,15021,454,5.0,2024-12-01,2024-12,Harry Potter and the Deathly Hallows: Part 2
R11663,15357,3224,3.0,2024-12-01,2024-12,Ghost
R11664,15277,2942,5.0,2024-12-01,2024-12,Birth
R11665,15015,2041,4.0,2024-12-01,2024-12,About Time
R11666,15407,118,5.0,2024-12-01,2024-12,Red Sparrow
R11667,15220,3842,5.0,2024-12-01,2024-12,Glory Road
R11668,15356,507,5.0,2024-12-01,2024-12,Star Wars: The Rise Of Skywalker
R11669,15344,2118,3.0,2024-12-01,2024-12,Pan's Labyrinth
R11670,15073,1739,5.0,2024-12-01,2024-12,Fantastic Mr. Fox
R11671,15112,3019,1.0,2024-12-01,2024-12,Past Lives
R11672,15380,2598,2.5,2024-12-01,2024-12,The Exorcist
R11673,15456,462,3.5,2024-12-01,2024-12,GoldenEye
R11674,15398,2098,4.5,2024-12-01,2024-12,Wonder Woman
R11675,15376,1945,3.5,2024-12-01,2024-12,Meet the Robinsons
R11676,15396,1964,4.5,2024-12-01,2024-12,Field of Dreams
R11677,15363,1734,5.0,2024-12-01,2024-12,Kung Fu Panda
R11678,15194,1028,0.0,2024-12-01,2024-12,Osmosis Jones
R11679,15110,2105,2.5,2024-12-01,2024-12,Jumanji: Welcome to the Jungle
R11680,15225,4212,4.0,2024-12-01,2024-12,Black Crab
R11681,15175,2294,4.0,2024-12-01,2024-12,The VelociPastor
R11682,15431,2389,5.0,2024-12-01,2024-12,Midway
R11683,15372,109,5.0,2024-12-01,2024-12,The Terminator
R11684,15073,7,5.0,2024-12-01,2024-12,Bullet Train
R11685,15559,234,5.0,2024-12-01,2024-12,Dune
R11686,15291,3163,5.0,2024-12-01,2024-12,The Terminal
R11687,15023,2663,2.0,2024-12-01,2024-12,Escape Room
R11688,15463,2366,2.0,2024-12-01,2024-12,Kingdom of Heaven
R11689,15030,4229,3.0,2024-12-01,2024-12,War Machine
R11690,15115,1495,3.5,2024-12-01,2024-12,Fast Five
R11691,15560,2393,4.5,2024-12-01,2024-12,Robin Hood
R11692,15056,3757,4.5,2024-12-01,2024-12,Rocky Balboa
R11693,15156,2899,2.0,2024-12-01,2024-12,10 Cloverfield Lane
R11694,15529,504,5.0,2024-12-01,2024-12,Indiana Jones and the Temple of Doom
R11695,15403,2214,3.0,2024-12-01,2024-12,Highlander
R11696,15515,2328,4.0,2024-12-01,2024-12,Gremlins
R11697,15192,559,5.0,2024-12-01,2024-12,Wonder Woman
R11698,15169,2315,4.5,2024-12-01,2024-12,The Munsters
R11699,15301,3224,2.0,2024-12-01,2024-12,Ghost
R11700,15399,4076,4.5,2024-12-01,2024-12,Hidden
R11701,15226,1369,4.0,2024-12-01,2024-12,"Three Billboards Outside Ebbing, Missouri"
R11702,15322,1818,5.0,2024-12-01,2024-12,Sonic the Hedgehog
R11703,15485,673,5.0,2024-12-01,2024-12,X-Men: Apocalypse
R11704,15376,1734,2.0,2024-12-01,2024-12,Kung Fu Panda
R11705,15539,4004,3.5,2024-12-01,2024-12,The Prestige
R11706,15322,13,5.0,2024-12-01,2024-12,The Batman
R11707,15329,2320,4.0,2024-12-01,2024-12,Stairway to Heaven
R11708,15259,2113,4.5,2024-12-01,2024-12,Thor
R11709,15105,4111,4.0,2024-12-01,2024-12,All Quiet on the Western Front
R11710,15509,1388,2.5,2024-12-01,2024-12,The Usual Suspects
R11711,15437,955,5.0,2024-12-01,2024-12,Monster House
R11712,15107,3155,1.5,2024-12-01,2024-12,Downton Abbey: A New Era
R11713,15455,2380,3.5,2024-12-01,2024-12,21
R11714,15541,2588,3.0,2024-12-01,2024-12,Possessor
R11715,15561,507,4.0,2024-12-01,2024-12,Star Wars: The Rise Of Skywalker
R11716,15556,1712,4.5,2024-12-01,2024-12,The Lion King
R11717,15485,696,4.5,2024-12-01,2024-12,The Green Knight
R11718,15487,2287,4.0,2024-12-01,2024-12,Thor: The Dark World
R11719,15220,3342,5.0,2024-12-02,2024-12,Tenet
R11720,15308,673,4.5,2024-12-02,2024-12,X-Men: Apocalypse
R11721,15415,2724,3.0,2024-12-02,2024-12,Deadstream
R11722,15369,183,4.5,2024-12-02,2024-12,Goldfinger
R11723,15078,126,4.0,2024-12-02,2024-12,Oblivion
R11724,15536,3988,5.0,2024-12-02,2024-12,Emily the Criminal
R11725,15570,4054,4.0,2024-12-02,2024-12,Brothers
R11726,15523,2563,2.5,2024-12-02,2024-12,Ready or Not
R11727,15229,3723,4.5,2024-12-02,2024-12,Rise of the Planet of the Apes
R11728,15487,3742,5.0,2024-12-02,2024-12,Creed II
R11729,15416,3053,4.5,2024-12-02,2024-12,Dirty Dancing
R11730,15394,2157,3.5,2024-12-02,2024-12,This Is the End
R11731,15329,2701,2.5,2024-12-02,2024-12,The Crow
R11732,15537,1531,3.0,2024-12-02,2024-12,Man on Fire
R11733,15568,2817,5.0,2024-12-02,2024-12,Harry Potter and the Order of the Phoenix
R11734,15306,1443,3.0,2024-12-02,2024-12,Furious 7
R11735,15435,2742,3.0,2024-12-02,2024-12,The Forever Purge
R11736,15587,2855,4.0,2024-12-02,2024-12,Scream 4
R11737,15168,3826,4.0,2024-12-02,2024-12,The Karate Kid Part II
R11738,15352,2487,4.5,2024-12-02,2024-12,Changeling
R11739,15352,3654,4.5,2024-12-02,2024-12,Videodrome
R11740,15398,1823,4.5,2024-12-02,2024-12,Spirited
R11741,15277,812,5.0,2024-12-02,2024-12,Enchanted
R11742,15124,2663,2.0,2024-12-02,2024-12,Escape Room
R11743,15450,4225,4.5,2024-12-02,2024-12,Tears of the Sun
R11744,15198,1739,5.0,2024-12-02,2024-12,Fantastic Mr. Fox
R11745,15362,1030,5.0,2024-12-02,2024-12,Captain Underpants: The First Epic Movie
R11746,15497,1475,4.0,2024-12-02,2024-12,Kick-Ass
R11747,15126,4061,4.0,2024-12-02,2024-12,Marlowe
R11748,15532,631,3.0,2024-12-02,2024-12,Mortal Kombat
R11749,15179,439,5.0,2024-12-02,2024-12,Kingsman: The Golden Circle
R11750,15449,2216,5.0,2024-12-02,2024-12,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village
R11751,15136,3224,3.0,2024-12-02,2024-12,Ghost
R11752,15274,2778,5.0,2024-12-02,2024-12,Last Seen Alive
R11753,15282,1148,5.0,2024-12-02,2024-12,Argo
R11754,15513,3072,4.0,2024-12-02,2024-12,Weird Science
R11755,15158,3916,0.0,2024-12-02,2024-12,Ice Princess
R11756,15274,1443,3.5,2024-12-02,2024-12,Furious 7
R11757,15439,4118,4.5,2024-12-02,2024-12,The Deer Hunter
R11758,15458,1347,4.0,2024-12-02,2024-12,Prisoners
R11759,15380,1185,3.5,2024-12-02,2024-12,The Highwaymen
R11760,15347,1484,4.0,2024-12-02,2024-12,The Guilty
R11761,15562,587,4.0,2024-12-02,2024-12,Catherine Called Birdy
R11762,15268,238,5.0,2024-12-02,2024-12,Thor
R11763,15296,1152,4.5,2024-12-02,2024-12,Corsage
R11764,15437,472,4.0,2024-12-02,2024-12,The Bad Guys
R11765,15259,3548,5.0,2024-12-02,2024-12,Escape Room
R11766,15347,2998,4.5,2024-12-02,2024-12,Blonde
R11767,15165,4200,3.5,2024-12-02,2024-12,Heartbreak Ridge
R11768,15551,207,4.0,2024-12-02,2024-12,The Nice Guys
R11769,15095,2328,4.0,2024-12-02,2024-12,Gremlins
R11770,15341,1406,4.0,2024-12-02,2024-12,Road to Perdition
R11771,15353,2320,2.0,2024-12-02,2024-12,Stairway to Heaven
R11772,15299,516,4.5,2024-12-02,2024-12,Vacation
R11773,15455,3816,4.5,2024-12-02,2024-12,Bloodsport
R11774,15268,3437,3.0,2024-12-02,2024-12,Thor: Ragnarok
R11775,15537,4147,4.0,2024-12-02,2024-12,The Great Escape
R11776,15561,1529,3.0,2024-12-02,2024-12,Game Night
R11777,15274,3769,3.5,2024-12-02,2024-12,King Richard
R11778,15168,1823,5.0,2024-12-02,2024-12,Spirited
R11779,15380,2027,2.0,2024-12-02,2024-12,Roald Dahl's Matilda the Musical
R11780,15351,574,5.0,2024-12-02,2024-12,Spider-Man: Homecoming
R11781,15363,2528,3.0,2024-12-02,2024-12,The Black Phone
R11782,15458,3570,5.0,2024-12-02,2024-12,Project Wolf Hunting
R11783,15056,821,5.0,2024-12-02,2024-12,Mulan
R11784,15226,2912,4.0,2024-12-02,2024-12,A Cure for Wellness
R11785,15554,821,4.0,2024-12-02,2024-12,Mulan
R11786,15518,1645,4.5,2024-12-02,2024-12,Batman Returns
R11787,15316,1437,2.0,2024-12-02,2024-12,Primal Fear
R11788,15086,1148,2.5,2024-12-02,2024-12,Argo
R11789,15568,2761,5.0,2024-12-02,2024-12,Amsterdam
R11790,15291,1137,3.5,2024-12-02,2024-12,Bank of Dave
R11791,15458,1347,4.0,2024-12-02,2024-12,Prisoners
R11792,15573,1028,5.0,2024-12-02,2024-12,Osmosis Jones
R11793,15021,3275,5.0,2024-12-02,2024-12,Allied
R11794,15372,102,4.0,2024-12-02,2024-12,Indiana Jones and the Last Crusade
R11795,15390,3053,4.5,2024-12-02,2024-12,Dirty Dancing
R11796,15179,3786,3.5,2024-12-02,2024-12,Space Jam
R11797,15141,2407,3.0,2024-12-02,2024-12,Munich
R11798,15317,3333,5.0,2024-12-02,2024-12,Legion of Super-Heroes
R11799,15030,3926,2.0,2024-12-02,2024-12,The Menu
R11800,15439,4200,3.5,2024-12-02,2024-12,Heartbreak Ridge
R11801,15412,522,5.0,2024-12-02,2024-12,Shang-Chi and the Legend of the Ten Rings
R11802,15398,895,5.0,2024-12-02,2024-12,Chicken Run
R11803,15412,3787,4.0,2024-12-02,2024-12,Real Steel
R11804,15101,3172,3.0,2024-12-02,2024-12,The Little Mermaid
R11805,15230,2533,1.0,2024-12-02,2024-12,Split
R11806,15227,2691,1.0,2024-12-02,2024-12,Shaun of the Dead
R11807,15500,2656,2.5,2024-12-02,2024-12,Scary Movie 2
R11808,15339,2810,4.0,2024-12-02,2024-12,The Outfit
R11809,15532,2318,4.5,2024-12-02,2024-12,Mama
R11810,15559,3753,4.5,2024-12-02,2024-12,Unbroken
R11811,15475,1255,4.5,2024-12-02,2024-12,The Last Emperor
R11812,15394,4147,4.0,2024-12-02,2024-12,The Great Escape
R11813,15515,552,4.5,2024-12-02,2024-12,The Adam Project
R11814,15390,3166,4.0,2024-12-02,2024-12,Marriage Story
R11815,15583,3518,4.0,2024-12-02,2024-12,Significant Other
R11816,15573,741,5.0,2024-12-02,2024-12,Pirates of the Caribbean: On Stranger Tides
R11817,15115,249,4.5,2024-12-02,2024-12,The Incredibles
R11818,15589,1352,3.0,2024-12-03,2024-12,In Bruges
R11819,15329,86,5.0,2024-12-03,2024-12,The School for Good and Evil
R11820,15556,2841,4.0,2024-12-03,2024-12,Murder on the Orient Express
R11821,15237,1148,4.5,2024-12-03,2024-12,Argo
R11822,15217,3573,5.0,2024-12-03,2024-12,Cloud Atlas
R11823,15217,2663,3.0,2024-12-03,2024-12,Escape Room
R11824,15359,3787,4.0,2024-12-03,2024-12,Real Steel
R11825,15169,3988,2.5,2024-12-03,2024-12,Emily the Criminal
R11826,15270,1521,4.0,2024-12-03,2024-12,Molly's Game
R11827,15502,4100,4.0,2024-12-03,2024-12,Operation Mincemeat
R11828,15369,3000,4.5,2024-12-03,2024-12,Forrest Gump
R11829,15598,3836,4.5,2024-12-03,2024-12,Cinderella Man
R11830,15587,4157,3.0,2024-12-03,2024-12,Empire of the Sun
R11831,15000,650,4.5,2024-12-03,2024-12,The Man from Toronto
R11832,15321,1191,4.5,2024-12-03,2024-12,Darkest Hour
R11833,15095,138,4.0,2024-12-03,2024-12,Triple Frontier
R11834,15535,2349,4.0,2024-12-03,2024-12,The Woman King
R11835,15000,1739,5.0,2024-12-03,2024-12,Fantastic Mr. Fox
R11836,15257,2934,5.0,2024-12-03,2024-12,The Innocents
R11837,15120,2195,5.0,2024-12-03,2024-12,Mary Poppins
R11838,15257,3503,5.0,2024-12-03,2024-12,12 Monkeys
R11839,15275,3313,5.0,2024-12-03,2024-12,A Cinderella Story
R11840,15291,214,4.5,2024-12-03,2024-12,Batman v Superman: Dawn of Justice
R11841,15319,2055,5.0,2024-12-03,2024-12,The Age of Adaline
R11842,15520,1277,4.0,2024-12-03,2024-12,Benediction
R11843,15103,3175,4.5,2024-12-03,2024-12,Dick Tracy
R11844,15358,2865,4.5,2024-12-03,2024-12,Drishyam 2
R11845,15605,2961,4.5,2024-12-03,2024-12,Side Effects
R11846,15373,909,5.0,2024-12-03,2024-12,PAW Patrol: The Movie
R11847,15110,3892,5.0,2024-12-03,2024-12,Fantasy Football
R11848,15156,2107,2.5,2024-12-03,2024-12,Star Wars: Episode V - The Empire Strikes Back
R11849,15275,1886,4.0,2024-12-03,2024-12,The Flintstones
R11850,15487,2697,2.0,2024-12-03,2024-12,Spawn
R11851,15078,191,5.0,2024-12-03,2024-12,The Adam Project
R11852,15314,2494,1.5,2024-12-03,2024-12,The Finest Hours
R11853,15002,2841,5.0,2024-12-03,2024-12,Murder on the Orient Express
R11854,15194,59,4.0,2024-12-03,2024-12,Heat
R11855,15125,3965,2.0,2024-12-03,2024-12,Black Swan
R11856,15314,109,4.0,2024-12-03,2024-12,The Terminator
R11857,15589,3232,4.5,2024-12-03,2024-12,Mr. Nobody
R11858,15072,2540,1.0,2024-12-03,2024-12,Beast
R11859,15167,2386,4.0,2024-12-03,2024-12,The Post
R11860,15321,965,4.0,2024-12-03,2024-12,James and the Giant Peach
R11861,15139,54,3.0,2024-12-03,2024-12,Barb Wire
R11862,15535,3644,5.0,2024-12-03,2024-12,Transformers: Dark of the Moon
R11863,15220,3836,4.5,2024-12-03,2024-12,Cinderella Man
R11864,15167,2418,4.0,2024-12-03,2024-12,In the Heart of the Sea
R11865,15581,166,4.5,2024-12-03,2024-12,Flushed Away
R11866,15207,2418,3.0,2024-12-03,2024-12,In the Heart of the Sea
R11867,15429,3778,3.5,2024-12-03,2024-12,The Replacements
R11868,15273,908,1.5,2024-12-03,2024-12,Red Shoes and the Seven Dwarfs
R11869,15465,2050,0.0,2024-12-03,2024-12,The School for Good and Evil
R11870,15298,2594,3.5,2024-12-03,2024-12,The Vanishing
R11871,15005,670,5.0,2024-12-03,2024-12,Holes
R11872,15002,3778,4.5,2024-12-03,2024-12,The Replacements
R11873,15458,3815,5.0,2024-12-03,2024-12,Friday Night Lights
R11874,15259,970,4.5,2024-12-03,2024-12,Cool World
R11875,15359,1909,4.0,2024-12-03,2024-12,Cars 3
R11876,15589,378,4.5,2024-12-03,2024-12,King Kong
R11877,15597,3816,5.0,2024-12-03,2024-12,Bloodsport
R11878,15416,569,5.0,2024-12-03,2024-12,Shrek 2
R11879,15178,3988,4.0,2024-12-03,2024-12,Emily the Criminal
R11880,15539,622,3.5,2024-12-03,2024-12,Percy Jackson & the Olympians: The Lightning Thief
R11881,15298,236,4.5,2024-12-03,2024-12,The Fate of the Furious
R11882,15478,4044,4.5,2024-12-03,2024-12,Poker Face
R11883,15341,798,5.0,2024-12-03,2024-12,A Bug's Life
R11884,15213,454,4.5,2024-12-03,2024-12,Harry Potter and the Deathly Hallows: Part 2
R11885,15207,3772,4.5,2024-12-03,2024-12,The Fighter
R11886,15107,3333,4.0,2024-12-03,2024-12,Legion of Super-Heroes
R11887,15537,2697,2.5,2024-12-03,2024-12,Spawn
R11888,15030,2863,0.0,2024-12-03,2024-12,The Thing
R11889,15205,302,4.5,2024-12-03,2024-12,Zombieland
R11890,15529,428,5.0,2024-12-03,2024-12,Inglourious Basterds
R11891,15241,3681,4.5,2024-12-03,2024-12,Tomorrowland
R11892,15198,2380,3.5,2024-12-03,2024-12,21
R11893,15559,3266,5.0,2024-12-03,2024-12,Last Tango in Paris
R11894,15463,4098,4.5,2024-12-03,2024-12,Life Is Beautiful
R11895,15156,1390,4.0,2024-12-03,2024-12,The Irishman
R11896,15493,1132,4.5,2024-12-03,2024-12,American Sniper
R11897,15166,207,4.0,2024-12-03,2024-12,The Nice Guys
